team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Republic of Ireland National Team,Republic of Ireland,2026,Republic of Ireland,7,3,4,0,3,2,1,2,1,1,2,0,2,1.57,2.33,1,2,0,0,28,11,9,2,20,7,13,5,6,2,7,3,-1,57,54,60,70,134,51,2,2,0,4,1,3,1,0,1,3,2,1,28,15,13,22,10,12,44,46,42,84,54,30,30,17,13,54,37,17,84,31,53,5,2,3,6,2,4,-1,0,-1,2,1,1,2,1,1,3,1,2,1.14,1.33,1,2.86,2.33,3.25,1.57,1.67,1.5,1.29,0.67,1.75,1.57,1.33,1.75,0.71,0.67,0.75,0.86,0.67,1,7,5,4,3,1,0,3,2,1,1,0,0,4,3,3,2,1,0,0,2,3,4,6,7,0,1,2,2,3,3,0,1,1,2,3,4,100,71,57,43,14,0,100,67,33,33,0,0,100,75,75,50,25,0,0,29,43,57,86,100,0,33,67,67,100,100,0,25,25,50,75,100,5,4,2,2,2,0,3,2,2,71,57,29,67,67,0,75,50,50,43,67,25,27,29,67,0,57,33,75,14,0,25,43,67,25,3,2,1,43,67,25,4,2,2,57,67,50,2,0,2,29,0,50,29,33,25,29,33,25,43,33,50,4.00,5.00,3.25,3.14,3.33,3.00,56,56,56,43,28,28,28,28,1.41,1.96,0.99,1.83,1.54,2.06,86,0,3,1,0,2,1,1,1,2,2,1,1,1,1,1,0,0,2,29,33,25,29,0,50,14
Greece National Team,Greece,2026,Greece,6,3,3,0,2,2,0,1,0,1,3,1,2,1.17,2,0.33,3,0,0,37,10,12,-2,22,14,8,8,2,6,6,2,-4,54,34,134,45,45,45,1,0,1,4,2,2,2,1,1,3,2,1,36,20,16,12,4,8,57,52,62,95,52,43,35,25,10,60,27,33,79,30,49,5,5,0,4,1,3,1,4,-3,2,2,0,2,0,2,2,1,1,1.33,2,0.67,3.67,4.67,2.67,1.67,2.67,0.67,2,2,2,1.5,2,1,0.83,1.67,0,0.67,0.33,1,5,5,5,4,2,1,3,3,3,2,2,1,2,2,2,2,0,0,1,1,1,2,4,5,0,0,0,1,1,2,1,1,1,1,3,3,83,83,83,67,33,17,100,100,100,67,67,33,67,67,67,67,0,0,17,17,17,33,67,83,0,0,0,33,33,67,33,33,33,33,100,100,4,2,2,3,1,1,1,1,1,67,33,33,100,33,33,33,33,33,33,67,0,0,17,0,33,67,67,67,33,33,33,50,67,33,4,2,2,67,67,67,4,1,3,67,33,100,0,0,0,0,0,0,33,67,0,33,0,67,33,33,33,6.00,6.67,5.33,2,1.33,2.67,83,83,50,50,50,50,50,33,1.73,1.99,1.48,1.30,1.54,1.06,133,2,1,1,1,0,1,4,0,0,0,0,1,2,1,0,4,2,2,17,0,33,50,33,67,17
Armenia National Team,Armenia,2026,Armenia,6,3,3,0,1,1,0,0,0,0,5,2,3,0.5,1,0,4,0,0,43,3,19,-16,22,9,13,2,1,7,12,-5,-11,180,134,273,28,39,23,0,0,0,2,1,1,4,2,2,1,1,0,7,5,2,7,3,4,40,43,36,44,28,16,17,12,5,27,16,11,63,37,26,2,1,1,9,4,5,-7,-3,-4,1,1,0,2,0,2,3,2,1,0.83,1,0.67,3.67,3,4.33,0.5,0.67,0.33,3.17,2.33,4,1.83,1.67,2,0.33,0.33,0.33,1.5,1.33,1.67,6,4,3,2,2,1,3,2,2,1,1,0,3,2,1,1,1,1,0,2,3,4,4,5,0,1,1,2,2,3,0,1,2,2,2,2,100,67,50,33,33,17,100,67,67,33,33,0,100,67,33,33,33,33,0,33,50,67,67,83,0,33,33,67,67,100,0,33,67,67,67,67,4,2,2,3,1,1,1,1,1,67,33,33,100,33,33,33,33,33,17,33,0,30,0,0,0,33,33,33,67,67,67,17,33,0,3,1,2,50,33,67,4,2,2,67,67,67,1,0,1,17,0,33,17,33,0,33,0,67,50,67,33,1.17,1.67,0.67,1.17,1,1.33,50,50,33,17,17,0,0,0,0.84,1.05,0.63,2.10,1.79,2.40,83,0,1,0,0,1,1,0,0,0,2,0,3,2,3,3,2,1,3,0,0,0,83,67,100,0
Hungary National Team,Hungary,2026,Hungary,6,3,3,0,2,1,1,2,0,2,2,2,0,1.33,1,1.67,3,0,0,35,11,10,1,21,12,9,6,5,6,4,0,1,49,45,54,54,45,68,2,1,1,4,2,2,0,0,0,6,3,3,31,19,12,13,3,10,45,50,40,76,36,40,29,13,16,47,23,24,60,25,35,7,3,4,4,2,2,3,1,2,3,1,2,2,2,0,1,0,1,1.83,1.67,2,3.5,4,3,1.83,2,1.67,1.67,2,1.33,1.83,1.67,2,1.17,1,1.33,0.67,0.67,0.67,6,5,4,4,2,0,3,3,2,2,2,0,3,2,2,2,0,0,0,1,2,2,4,6,0,0,1,1,1,3,0,1,1,1,3,3,100,83,67,67,33,0,100,100,67,67,67,0,100,67,67,67,0,0,0,17,33,33,67,100,0,0,33,33,33,100,0,33,33,33,100,100,5,4,2,2,2,1,3,2,1,83,67,33,67,67,33,100,67,33,33,33,33,-6,33,33,33,67,67,67,0,0,0,100,100,100,3,1,2,50,33,67,1,1,0,17,33,0,3,2,1,50,67,33,50,33,67,33,67,0,17,0,33,5.17,6.33,4.00,2.17,1,3.33,83,67,67,33,17,0,0,0,1.43,1.40,1.47,1.63,1.36,1.91,50,3,1,1,2,0,1,0,0,3,0,1,1,1,2,1,0,1,3,33,0,67,33,67,0,0
Bulgaria National Team,Bulgaria,2026,Bulgaria,6,3,3,0,1,1,0,0,0,0,5,2,3,0.5,1,0,4,0,0,45,3,19,-16,22,13,9,3,0,10,9,-7,-9,180,90,0,28,27,30,0,0,0,2,2,0,4,1,3,1,1,0,13,6,7,8,3,5,27,22,32,27,10,17,9,5,4,18,5,13,60,24,36,3,3,0,8,4,4,-5,-1,-4,1,1,0,1,1,0,4,1,3,0.67,1.33,0,3.67,4.33,3,0.5,1,0,3.17,3.33,3,1.83,2.33,1.33,0.5,1,0,1.33,1.33,1.33,6,6,5,2,1,1,3,3,3,1,1,1,3,3,2,1,0,0,0,0,1,4,5,5,0,0,0,2,2,2,0,0,1,2,3,3,100,100,83,33,17,17,100,100,100,33,33,33,100,100,67,33,0,0,0,0,17,67,83,83,0,0,0,67,67,67,0,0,33,67,100,100,6,4,1,3,3,1,3,1,0,100,67,17,100,100,33,100,33,0,17,33,0,48,0,0,0,33,67,0,67,33,100,17,33,0,1,1,0,17,33,0,4,1,3,67,33,100,1,1,0,17,33,0,17,33,0,17,33,0,67,33,100,2.17,2.00,2.33,1.33,1,1.67,67,50,50,50,50,33,33,17,0.52,0.43,0.61,2.48,2.44,2.51,67,1,1,1,0,0,0,0,0,0,1,2,2,2,2,3,2,1,4,0,0,0,83,67,100,17
Kosovo National Team,Kosovo,2026,Kosovo,8,4,4,0,4,1,3,2,2,0,2,1,1,1.75,1.25,2.25,2,0,0,17,10,9,1,19,5,14,3,7,2,7,1,0,72,120,51,80,180,51,4,2,2,2,1,1,3,2,1,3,1,2,23,9,14,18,12,6,41,40,41,76,38,38,27,11,16,49,27,22,89,44,45,5,2,3,6,0,6,-1,2,-3,3,1,2,3,3,0,2,0,2,1.5,1.5,1.5,2.38,1.25,3.5,1.25,0.75,1.75,1.13,0.5,1.75,1.38,0.5,2.25,0.63,0.5,0.75,0.75,0,1.5,7,5,2,2,1,1,3,2,0,0,0,0,4,3,2,2,1,1,1,3,6,6,7,7,1,2,4,4,4,4,0,1,2,2,3,3,88,63,25,25,13,13,75,50,0,0,0,0,100,75,50,50,25,25,12,37,75,75,87,87,25,50,100,100,100,100,0,25,50,50,75,75,5,3,2,1,1,0,4,2,2,63,38,25,25,25,0,100,50,50,50,25,75,8,50,50,50,25,25,25,38,50,25,38,25,50,6,4,2,75,100,50,4,3,1,50,75,25,1,0,1,13,0,25,38,25,50,38,75,0,25,0,50,2.88,2.25,3.50,2.25,3,1.50,50,38,38,38,25,13,0,0,1.08,1.08,1.08,1.40,1.26,1.54,38,1,0,2,1,2,1,1,2,0,1,0,2,1,3,1,0,0,1,25,50,0,25,25,25,0
Azerbaijan National Team,Azerbaijan,2026,Azerbaijan,6,3,3,0,0,0,0,1,1,0,5,2,3,0.17,0.33,0,4,0,0,48,3,16,-13,19,8,11,2,1,6,10,-4,-9,180,134,273,34,45,27,0,0,0,3,2,1,3,1,2,1,1,0,13,10,3,14,9,5,31,30,32,24,13,11,6,4,2,18,9,9,69,36,33,2,1,1,8,5,3,-6,-4,-2,0,0,0,2,1,1,4,2,2,0.33,0.33,0.33,3.17,2.67,3.67,0.5,0.67,0.33,2.67,2,3.33,1.67,2,1.33,0.33,0.33,0.33,1.33,1.67,1,6,6,4,2,1,0,3,3,1,1,0,0,3,3,3,1,1,0,0,0,2,4,5,6,0,0,2,2,3,3,0,0,0,2,2,3,100,100,67,33,17,0,100,100,33,33,0,0,100,100,100,33,33,0,0,0,33,67,83,100,0,0,67,67,100,100,0,0,0,67,67,100,5,3,1,2,2,1,3,1,0,83,50,17,67,67,33,100,33,0,0,0,0,30,0,0,0,50,67,33,50,33,67,17,33,0,1,1,0,17,33,0,4,2,2,67,67,67,2,1,1,33,33,33,0,0,0,33,33,33,67,67,67,2.17,3.33,1.00,2.33,3,1.67,83,83,67,50,17,17,0,0,0.46,0.55,0.36,2.21,1.87,2.56,100,1,0,0,0,1,0,0,1,0,0,2,2,1,4,2,3,1,1,17,33,0,83,67,100,0
Slovakia National Team,Slovakia,2026,Slovakia,7,4,3,0,4,3,1,0,0,0,3,1,2,1.71,2.25,1,2,0,0,25,9,12,-3,21,12,9,8,1,4,8,4,-7,70,45,273,53,90,34,4,3,1,1,1,0,2,0,2,5,4,1,31,20,11,8,5,3,48,49,48,76,57,19,24,18,6,52,39,13,86,57,29,3,3,0,6,1,5,-3,2,-5,2,2,0,3,2,1,2,0,2,1.29,2,0.33,3,3,3,1.29,2,0.33,1.71,1,2.67,1.29,1,1.67,0.43,0.75,0,0.86,0.25,1.67,7,5,2,2,2,2,4,3,1,1,1,1,3,2,1,1,1,1,0,2,5,5,5,5,0,1,3,3,3,3,0,1,2,2,2,2,100,71,29,29,29,29,100,75,25,25,25,25,100,67,33,33,33,33,0,29,71,71,71,71,0,25,75,75,75,75,0,33,67,67,67,67,4,2,2,2,1,1,2,1,1,57,29,29,50,25,25,67,33,33,57,75,33,49,57,75,33,14,25,0,29,0,67,71,100,33,4,3,1,57,75,33,5,2,3,71,50,100,1,1,0,14,25,0,29,50,0,43,50,33,29,0,67,4.43,5.00,3.67,1.14,1.25,1.00,86,86,71,56,28,14,14,0,1.20,1.55,0.74,1.41,1.14,1.76,29,1,0,0,0,2,2,0,1,3,0,2,2,1,2,1,1,2,1,0,0,0,43,25,67,0
France National Team,France,2026,France,6,3,3,0,5,3,2,1,0,1,0,0,0,2.67,3,2.33,1,0,0,13,16,4,12,20,10,10,9,7,1,3,8,4,34,30,39,134,273,90,3,2,1,3,1,2,0,0,0,3,2,1,41,20,21,8,7,1,69,70,67,131,78,53,46,27,19,85,51,34,61,29,32,6,2,4,3,1,2,3,1,2,3,1,2,2,2,0,1,0,1,1.83,1.67,2,3.33,3.33,3.33,2.67,3,2.33,0.67,0.33,1,1.5,1,2,1,0.67,1.33,0.5,0.33,0.67,6,6,5,3,0,0,3,3,3,1,0,0,3,3,2,2,0,0,0,0,1,3,6,6,0,0,0,2,3,3,0,0,1,1,3,3,100,100,83,50,0,0,100,100,100,33,0,0,100,100,67,67,0,0,0,0,17,50,100,100,0,0,0,67,100,100,0,0,33,33,100,100,5,2,1,2,1,0,3,1,1,83,33,17,67,33,0,100,33,33,83,100,67,32,50,67,33,50,33,67,0,0,0,50,67,33,3,2,1,50,67,33,2,1,1,33,33,33,2,1,1,33,33,33,50,33,67,33,67,0,17,0,33,6.83,6.67,7.00,1.33,2.33,0.33,83,67,50,17,0,0,0,0,2.54,2.94,2.13,0.48,0.36,0.61,83,1,1,1,0,3,1,4,1,4,1,0,1,1,0,0,1,0,0,17,0,33,0,0,0,0
Denmark National Team,Denmark,2026,Denmark,8,4,4,0,4,2,2,3,2,1,1,0,1,1.88,2,1.75,2,0,0,15,22,9,13,31,12,19,9,13,3,6,6,7,33,40,28,80,120,60,4,2,2,4,2,2,1,1,0,5,3,2,67,44,23,11,4,7,67,64,70,162,83,79,59,29,30,103,54,49,83,37,46,9,4,5,2,0,2,7,4,3,4,2,2,2,2,0,2,0,2,1.75,2,1.5,3.88,3,4.75,2.75,2.25,3.25,1.13,0.75,1.5,1.38,1,1.75,1.13,1,1.25,0.25,0,0.5,7,7,7,6,2,2,3,3,3,3,0,0,4,4,4,3,2,2,1,1,1,2,6,6,1,1,1,1,4,4,0,0,0,1,2,2,88,88,88,75,25,25,75,75,75,75,0,0,100,100,100,75,50,50,12,12,12,25,75,75,25,25,25,25,100,100,0,0,0,25,50,50,6,2,2,2,1,1,4,1,1,75,25,25,50,25,25,100,25,25,50,50,50,8,50,50,50,50,50,50,13,25,0,63,75,50,6,4,2,75,100,50,4,2,2,50,50,50,0,0,0,0,0,0,50,50,50,25,50,0,25,0,50,8.38,11.00,5.75,1.38,1,1.75,88,88,88,88,88,50,50,25,2.32,2.36,2.28,0.92,0.97,0.87,75,0,3,1,2,4,3,2,4,2,2,0,0,0,0,0,3,1,2,38,50,25,13,0,25,25
Turkey National Team,Turkey,2026,Turkey,8,4,4,0,6,3,3,1,0,1,1,1,0,2.38,2.25,2.5,2,0,0,8,19,12,7,31,14,17,7,12,7,5,0,7,38,51,30,60,51,72,3,2,1,4,1,3,1,1,0,6,3,3,48,33,15,22,6,16,55,58,52,105,56,49,37,16,21,68,40,28,73,37,36,8,4,4,5,3,2,3,1,2,3,2,1,4,1,3,1,1,0,1.63,1.75,1.5,3.88,3.5,4.25,2.38,1.75,3,1.5,1.75,1.25,1.63,1.75,1.5,1,1,1,0.63,0.75,0.5,8,6,5,5,4,2,4,3,2,2,2,1,4,3,3,3,2,1,0,2,3,3,4,6,0,1,2,2,2,3,0,1,1,1,2,3,100,75,63,63,50,25,100,75,50,50,50,25,100,75,75,75,50,25,0,25,37,37,50,75,0,25,50,50,50,75,0,25,25,25,50,75,6,5,2,3,2,2,3,3,0,75,63,25,75,50,50,75,75,0,75,75,75,-22,38,50,25,50,25,75,13,25,0,75,75,75,5,3,2,63,75,50,3,2,1,38,50,25,2,0,2,25,0,50,38,50,25,50,25,75,13,25,0,6.00,8.25,3.75,2.75,1.5,4.00,88,88,75,63,63,63,38,13,1.51,1.61,1.41,1.40,1.29,1.51,100,1,3,1,1,3,7,1,0,2,2,1,1,0,1,2,4,0,1,13,0,25,13,25,0,13
Scotland National Team,Scotland,2026,Scotland,6,3,3,0,4,3,1,1,0,1,1,0,1,2.17,3,1.33,1,0,0,24,13,7,6,20,13,7,9,4,4,3,5,1,41,30,68,77,68,90,2,0,2,4,3,1,1,0,1,3,2,1,27,13,14,12,3,9,45,39,50,67,30,37,29,14,15,38,16,22,76,37,39,3,2,1,1,0,1,2,2,0,3,2,1,2,1,1,1,0,1,1.83,2.33,1.33,3.33,4.33,2.33,2.17,3,1.33,1.17,1.33,1,0.67,0.67,0.67,0.5,0.67,0.33,0.17,0,0.33,5,5,4,3,2,1,3,3,3,2,1,1,2,2,1,1,1,0,1,1,2,3,4,5,0,0,0,1,2,2,1,1,2,2,2,3,83,83,67,50,33,17,100,100,100,67,33,33,67,67,33,33,33,0,17,17,33,50,67,83,0,0,0,33,67,67,33,33,67,67,67,100,4,0,0,2,0,0,2,0,0,67,0,0,67,0,0,67,0,0,67,100,33,12,33,0,67,67,100,33,17,0,33,50,67,33,5,3,2,83,100,67,3,1,2,50,33,67,0,0,0,0,0,0,50,67,33,33,33,33,17,0,33,4.50,4.33,4.67,2,1,3.00,83,83,67,67,67,50,50,33,1.32,1.16,1.48,1.66,1.75,1.57,83,1,1,0,0,1,0,4,2,4,1,0,0,0,0,2,2,0,2,17,0,33,17,0,33,17
